SpeciesAuthor,lon_dd,lat_dd,damping_ratio
Mammillaria_gaumeri,-88.85,20.2166666667,1.0030703928
Mammillaria_gaumeri,-88,21.6,1.0470767655
Mammillaria_huitzilopochtli,-96.9655555556,17.9052777778,1.1088318457
Mammillaria_huitzilopochtli,-96.9638888889,17.8113888889,1.2442960579
Neobuxbaumia_macrocephala,-97.4666666667,18.3333333333,1.0635603223
Neobuxbaumia_mezcalaensis,-97.4666666667,18.3333333333,1.0545155198
Neobuxbaumia_tetetzo,-97.4666666667,18.3333333333,1.0519777472
Opuntia_macrocentra,-106.7083333333,32.5916666667,1.1483804161
Pterocereus_gaumeri,-89.1666666667,21.3,1.2031871079
Pterocereus_gaumeri,-89.3166666667,21.3,1.0820133001
Abies_concolor,-118.8,36.6,1.0953450343
Abies_concolor,-118.8,36.6,1.0964322676
Abies_concolor,-118.7,36.6,1.1098914421
Abies_concolor,-118.7,36.6,1.1125
Abies_magnifica,-118.7,36.6,1.1378366604
Abies_magnifica,-118.7,36.6,1.1313470861
Abies_magnifica,-118.7,36.6,1.0668476755
Acer_amoenum,140.5833333333,36.9333333333,1.0198999455
Acer_amoenum,140.5833333333,36.9333333333,1.0318991917
Acer_mono,140.5833333333,36.9333333333,1.1738535924
Acer_mono,140.5833333333,36.9333333333,1.058180522
Acer_rufinerve,140.5833333333,36.9333333333,1.0396104562
Acer_saccharum,-88.1666666667,40.15,2.6431947608
Acer_saccharum,-88.1666666667,40.15,2.273533128
Aquilaria_crassna,101.8333333333,14.0833333333,1.0518756319
Araucaria_hunsteinii,146.6318055556,-7.2046666667,1.0683921107
Araucaria_laubenfelsii,166,-21.75,1.1866296097
Araucaria_laubenfelsii,166,-21.75,1.0277127085
Araucaria_laubenfelsii,166,-21.75,1.1193052392
Araucaria_laubenfelsii,166,-21.75,1.0301581766
Araucaria_laubenfelsii,166,-21.75,1.1866296097
Araucaria_laubenfelsii,166,-21.75,1.0277127085
Araucaria_laubenfelsii,166,-21.75,1.1193052392
Avicennia_germinans,-71.7372222222,10.9783333333,1.0301581766
Bertholletia_excelsa,-65.7166666667,-10.9833333333,1.0190544616
Bertholletia_excelsa,-67.25,-11.5,1.0107067034
Bertholletia_excelsa,-65.7166666667,-10.9833333333,1.0190544616
Bertholletia_excelsa,-67.25,-11.5,1.0107067034
Calocedrus_decurrens,-118.8,36.6,1.117666165
Chlorocardium_rodiei,-58.8,5.2166666667,1.0110339936
Dacrydium_elatum,107.8666666667,16.2,1.0254399329
Dicymbe_altsonii,-58.8083333333,5.225,1.0191851991
Dicymbe_altsonii,-58.8083333333,5.225,1.0764941297
Duguetia_neglecta,-58.8,5.2166666667,1.0225946781
Duguetia_neglecta,-58.8,5.2166666667,1.0195402181
Entandrophragma_cylindricum,17.9333333333,3.9,1.059509196
Fagus_grandifolia,-84.3333333333,30.5833333333,1.0781243151
Fagus_grandifolia,-84.3333333333,30.5833333333,1.1619623268
Khaya_senegalensis,2.5333333333,9.1,1.1274619517
Khaya_senegalensis,2.6833333333,9.75,1.2341778157
Khaya_senegalensis,1.5,9.25,1.0322573335
Khaya_senegalensis,1.8666666667,10.25,1.0630826964
Khaya_senegalensis,2.1666666667,10.2833333333,1.0730589687
Khaya_senegalensis,2.0166666667,10.2,1.0034154007
Khaya_senegalensis,2.7666666667,9.8666666667,1.0034154007
Magnolia_dealbata,-97.0666666667,19.3333333333,1.3002000216
Magnolia_dealbata,-97.0666666667,19.3333333333,1.3559580917
Manilkara_zapota,-96.5436111111,19.8269444444,1.0625432035
Pentaclethra_macroloba,-83.9833333333,10.4333333333,1.0279220113
Phyllanthus_emblica_2,77.5,12,1.1310884433
Phyllanthus_emblica_2,77.5,12,1.1165961448
Phyllanthus_emblica_2,77.5,12,1.1301749102
Phyllanthus_emblica_2,77.5,12,1.1875
Phyllanthus_emblica_2,77.5,12,1.1663782292
Phyllanthus_emblica_2,77.5,12,1.1506870911
Phyllanthus_emblica_2,77.5,12,1.1717525955
Phyllanthus_emblica_2,77.5,12,1.1950187584
Phyllanthus_indofischeri,77.5,12,1.1369878123
Phyllanthus_indofischeri,77.5,12,1.0424570612
Phyllanthus_indofischeri,77.5,12,1.1110598975
Phyllanthus_indofischeri,77.5,12,1.0785082341
Pinus_lambertiana,-118.8,36.7,1.098387297
Pinus_nigra,170.05,-44.2666666667,1.2055603759
Pinus_nigra,170.05,-44.2666666667,1.2501738929
Pinus_palustris,-84.2089111111,30.6563111111,1.0186471141
Pinus_sylvestris,-4.6905888889,56.7601972222,1.2392275084
Platymiscium_filipes,-51.285004,0.021973,1.0386995955
Prioria_copaifera,-79.8464805556,9.1521027778,1.1928499799
Prosopis_glandulosa,-103.75,26.675,1.4465511095
Prosopis_laevigata,-97.5333333333,18.25,1.1972359422
Prunus_africana,10.4991833333,6.2153833333,1.0454046826
Prunus_africana,10.533,6.19655,1.2151688928
Prunus_africana,10.5388166667,6.2206166667,1.0814189
Prunus_africana,10.5349333333,6.206,1.0486934288
Prunus_serotina,2.9,49.3666666667,1.1396765901
Prunus_serotina,2.9,49.3666666667,1.1
Quercus_crispula,142.25,44.3333333333,1.1597913451
Quercus_rugosa,-99.1833333333,19.25,1.0576228591
Rhizophora_mangle,-71.7372222222,10.9783333333,1.1672746805
Rhododendron_ponticum,-3.42805,51.7993305556,1.7406782958
Rhododendron_ponticum,-0.2044694444,51.5039583333,2.6031578392
Rhododendron_ponticum,-1.6058666667,50.8536694444,2.0343491281
Rhododendron_ponticum,-0.4519833333,51.3159777778,1.9177550189
Rhododendron_ponticum,-0.2868972222,51.2803777778,2.1756990533
Sapium_sebiferum,-79.25,33.3333333333,1.0808848396
Sapium_sebiferum,-79.25,33.3333333333,1.2092304544
Sapium_sebiferum,-79.25,33.3333333333,1.2088313741
Sapium_sebiferum,-79.25,33.3333333333,1.0852492065
Scaphium_borneense,114,3.2,1.0239540309
Scaphium_borneense,114,3.2,1.0283368805
Scaphium_borneense,114,3.2,1.0261139518
Stryphnodendron_excelsum,-83.9833333333,10.4333333333,1.0421891795
Swietenia_macrophylla,-62.9166666667,-15.7833333333,1.0455712915
Swietenia_macrophylla,-62.9166666667,-15.7833333333,1.0518754248
Swietenia_macrophylla,-62.9166666667,-15.7833333333,1.0677675271
Tachigali_vasquezii,-65.7166666667,-10.9833333333,1.0819549181
Tsuga_canadensis,-78.3666666667,38.5666666667,1.0249393905
